id,uf,municipio,codigo_ibge,regiao,canal,subcanal,tier,qtd_pontos_estimados,fluxo_diario_estimado,ticket_medio_estimado,faturamento_mensal_estimado,prioridade_expansao,fonte_dado,ano_base,metodologia_aplicada,nivel_confianca
289,SC,Brusque,4202909,Sul,supermercado,supermercado/hipermercado grande formato,convencional,11,4417,7.5,131175.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
290,SC,Brusque,4202909,Sul,supermercado,supermercado/hipermercado grande formato,premium,3,4417,12.0,35640.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
291,SC,Caçador,4203006,Sul,supermercado,supermercado/hipermercado grande formato,convencional,7,4417,7.5,83475.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
292,SC,Camboriú,4203204,Sul,supermercado,supermercado/hipermercado grande formato,convencional,7,4417,7.5,83475.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
293,SC,Chapecó,4204202,Sul,supermercado,supermercado/hipermercado grande formato,premium,5,4417,12.0,59400.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
294,SC,Criciúma,4204608,Sul,supermercado,supermercado/hipermercado grande formato,premium,4,4417,12.0,47520.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
295,SC,Interior de SC,,Sul,supermercado,supermercado/hipermercado grande formato,convencional,8,4417,7.5,95400.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,baixo
296,SC,Jaraguá do Sul,4208906,Sul,supermercado,supermercado/hipermercado grande formato,premium,4,4417,12.0,47520.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
297,SC,Lages,4209300,Sul,supermercado,supermercado/hipermercado grande formato,convencional,12,4417,7.5,143100.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
298,SC,Lages,4209300,Sul,supermercado,supermercado/hipermercado grande formato,premium,3,4417,12.0,35640.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
299,SC,Palhoça,4211900,Sul,supermercado,supermercado/hipermercado grande formato,convencional,13,4417,7.5,155025.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
300,SC,Palhoça,4211900,Sul,supermercado,supermercado/hipermercado grande formato,premium,3,4417,12.0,35640.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
301,SC,São Bento do Sul,4215802,Sul,supermercado,supermercado/hipermercado grande formato,convencional,8,4417,7.5,95400.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
302,SC,Tubarão,4218707,Sul,supermercado,supermercado/hipermercado grande formato,convencional,8,4417,7.5,95400.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
303,SP,Campinas,3509502,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,6,4417,12.0,71280.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
304,SP,Interior de SP,,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,6,4417,7.5,71550.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,baixo
305,SP,Osasco,3534401,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,8,4417,7.5,95400.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
306,SP,Ribeirão Preto,3543402,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,6,4417,7.5,71550.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
307,SP,Santo André,3547809,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,4,4417,12.0,47520.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
308,SP,São Bernardo do Campo,3548708,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,4,4417,12.0,47520.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
309,SP,São José dos Campos,3549904,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,7,4417,7.5,83475.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
310,SP,Sorocaba,3552205,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,6,4417,7.5,71550.0,2,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
311,BA,Vitória da Conquista,2933307,Nordeste,universidade,IES presencial,convencional,8,3534,7.5,95400.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
312,BA,Vitória da Conquista,2933307,Nordeste,universidade,IES presencial,premium,5,2200,12.0,59400.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
313,PR,Londrina,4113700,Sul,universidade,IES presencial,convencional,6,3534,7.5,71550.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
314,PR,Londrina,4113700,Sul,universidade,IES presencial,premium,3,2200,12.0,35640.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
315,RS,Porto Alegre,4314902,Sul,universidade,IES presencial,premium,3,2200,12.0,35640.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
316,SC,Florianópolis,4205407,Sul,universidade,IES presencial,premium,3,2200,12.0,35640.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
317,SC,Joinville,4209102,Sul,universidade,IES presencial,convencional,7,3534,7.5,83475.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
318,SC,Joinville,4209102,Sul,universidade,IES presencial,premium,4,2200,12.0,47520.0,2,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
319,BA,Eunápolis,2910727,Nordeste,academia,academia/studio de rede (big-box),premium,2,1100,12.0,23760.0,1,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
320,BA,Paulo Afonso,2924009,Nordeste,academia,academia/studio de rede (big-box),premium,2,1100,12.0,23760.0,1,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
321,RJ,Nilópolis,3303203,Sudeste,academia,academia/studio de rede (big-box),premium,2,1100,12.0,23760.0,1,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
322,RS,Passo Fundo,4314100,Sul,academia,academia/studio de rede (big-box),premium,2,1100,12.0,23760.0,1,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
323,BA,Salvador,2927408,Nordeste,aeroporto,aeroporto com voos regulares,premium,2,16500,12.0,23760.0,1,ANAC - Relatório de Demanda e Oferta / Concessões,2025,SAM aeroporto 18 × peso[pib_concentrado{'beta': 1.5}] × densidade 1 × split premium 100%,medio
324,BA,Vitória da Conquista,2933307,Nordeste,aeroporto,aeroporto com voos regulares,premium,1,16500,12.0,11880.0,1,ANAC - Relatório de Demanda e Oferta / Concessões,2025,SAM aeroporto 18 × peso[pib_concentrado{'beta': 1.5}] × densidade 1 × split premium 100%,medio
325,PR,Londrina,4113700,Sul,aeroporto,aeroporto com voos regulares,premium,1,16500,12.0,11880.0,1,ANAC - Relatório de Demanda e Oferta / Concessões,2025,SAM aeroporto 18 × peso[pib_concentrado{'beta': 1.5}] × densidade 1 × split premium 100%,medio
326,SC,Florianópolis,4205407,Sul,aeroporto,aeroporto com voos regulares,premium,1,16500,12.0,11880.0,1,ANAC - Relatório de Demanda e Oferta / Concessões,2025,SAM aeroporto 18 × peso[pib_concentrado{'beta': 1.5}] × densidade 1 × split premium 100%,medio
327,SC,Joinville,4209102,Sul,aeroporto,aeroporto com voos regulares,premium,1,16500,12.0,11880.0,1,ANAC - Relatório de Demanda e Oferta / Concessões,2025,SAM aeroporto 18 × peso[pib_concentrado{'beta': 1.5}] × densidade 1 × split premium 100%,medio
328,BA,Alagoinhas,2900702,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
329,BA,Barreiras,2903201,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
330,BA,Camaçari,2905701,Nordeste,hospital,hospital geral/especializado grande porte,convencional,1,2200,7.5,11925.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
331,BA,Feira de Santana,2910800,Nordeste,hospital,hospital geral/especializado grande porte,convencional,3,2200,7.5,35775.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
332,BA,Ilhéus,2913606,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
333,BA,Interior de BA,,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
334,BA,Itabuna,2914802,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
335,BA,Jequié,2918001,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
336,BA,Juazeiro,2918407,Nordeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
337,BA,Lauro de Freitas,2919207,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
338,BA,Porto Seguro,2925303,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
339,BA,Salvador,2927408,Nordeste,hospital,hospital geral/especializado grande porte,convencional,5,2200,7.5,59625.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
340,BA,Teixeira de Freitas,2931350,Nordeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
341,BA,Vitória da Conquista,2933307,Nordeste,hospital,hospital geral/especializado grande porte,convencional,2,2200,7.5,23850.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
342,MG,Belo Horizonte,3106200,Sudeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
343,MG,Betim,3106705,Sudeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
344,MG,Contagem,3118601,Sudeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
345,MG,Interior de MG,,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
346,MG,Juiz de Fora,3136702,Sudeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
347,MG,Montes Claros,3143302,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
348,MG,Ribeirão das Neves,3154606,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
349,MG,Uberaba,3170107,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
350,MG,Uberlândia,3170206,Sudeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
351,PR,Cascavel,4104808,Sul,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
352,PR,Colombo,4105805,Sul,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
353,PR,Curitiba,4106902,Sul,hospital,hospital geral/especializado grande porte,convencional,5,2200,7.5,59625.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
354,PR,Foz do Iguaçu,4108304,Sul,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
355,PR,Interior de PR,,Sul,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
356,PR,Londrina,4113700,Sul,hospital,hospital geral/especializado grande porte,convencional,1,2200,7.5,11925.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
357,PR,Maringá,4115200,Sul,hospital,hospital geral/especializado grande porte,convencional,1,2200,7.5,11925.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
358,PR,Ponta Grossa,4119905,Sul,hospital,hospital geral/especializado grande porte,convencional,1,2200,7.5,11925.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
359,PR,São José dos Pinhais,4125506,Sul,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
360,RJ,Angra dos Reis,3300100,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
361,RJ,Belford Roxo,3300456,Sudeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
362,RJ,Cabo Frio,3300704,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
363,RJ,Campos dos Goytacazes,3301009,Sudeste,hospital,hospital geral/especializado grande porte,premium,2,2200,12.0,23760.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
364,RJ,Duque de Caxias,3301702,Sudeste,hospital,hospital geral/especializado grande porte,convencional,1,2200,7.5,11925.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split convencional 10%,medio
365,RJ,Itaboraí,3301900,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
366,RJ,Macaé,3302403,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
367,RJ,Magé,3302502,Sudeste,hospital,hospital geral/especializado grande porte,premium,1,2200,12.0,11880.0,1,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
